标题,链接,价格,作者,出版时间,评论数,简介
Python量化交易实战 王晓华Python环境搭建技术 构建Python股票交易平台技术 股票交易算法实现应用技术书,http://product.dangdang.com/1134004504.html,¥78.00,无,2019-03-14
Python基础与大数据应用*9787115517388 丁辉 全新正版图书,http://product.dangdang.com/1583297684.html,¥43.10,丁辉,2020-01-01,（1）本教材所选教学案例，均来自实际应用领域。通过为学生提供丰富、有意义的真实情境呈现，实现知识与技能、经验、素养的综合提升，使学生做到知行合一。 （2）语言精练，实践性强。全书语言精练，与Python语言简洁优雅的特点相匹配，同时所有的命令和案例全部是可操作的，学习者完全可以自己通过实践来体验，在实践中掌握Python的语法规则和数据分析方法。 （3）内容丰富，代码完整。全书11章，前6章为Python基础及基本应用部分；后5章为数据分析部分。Python基础及基本应用部分内容全面，数据分析部分可根据教学目标，灵活选择。全书代码完整，实践性强，并且每个训练项目有完整的微课讲解。
Python编程从入门到精通 计算机编程零基础入门书籍学习网络爬虫 pathon编程从入门到实践python基础教程语,http://product.dangdang.com/1432503324.html,¥75.00,无,2018-04-24
【中商海外直订】Python Machine Learning: The Ultimate and Complete,http://product.dangdang.com/1562807683.html,¥212.00,"Cooper, Kevin",2019-09-07
Python从菜鸟到高手 Python核心知识点以及Python在Web开发 python3python入门 pyth,http://product.dangdang.com/1524558324.html,¥126.00,李宁,2018-09-01
Python机器学习与量化投资 Python语言sklearn模块库内置机器学习算法 股市外汇比特币交易数据金融量化分,http://product.dangdang.com/1133499004.html,¥74.00,何海群,2018-12-01
Python高级编程 第2版 正版书籍 限时抢购 当当低价,http://product.dangdang.com/1516435817.html,¥89.50,[波兰]Micha Jaworski 贾沃斯基 [法]Tarek Ziadé,2017-09-01,Python是一门动态编程语言，它简单而又强大，适用于众多领域。尽管编写Python代码比较容易，但是编写高效且易于维护和复用的代码是一个挑战。 本书的重点是让你熟悉zui佳实践、有用的工具以及标准，这都是Python专业人士每天使用的。首先，你将了解Python 3.5中新增加的功能以及可以提高生产力的快速技巧。接下来，你将学习使用这个新版本中的高-级且有用的Python语法元素，以及实现元编程的不同方法。本书讲解了代码管理工具、编写清晰文档的方法和测试驱动开发，这些都是编写代码的重要因素。通过学习优化的一般原则、查找瓶颈的策略以及应用优化的选定工具，你可以对如何编写高效的代码有更深入的理解。 读完本书后，你会成为一名可以编写高效且可维护代码的专家。 通过阅读本书，你将能够： 了解在Python社区中广泛采用的约定和zui佳实践； 高效打
Python网络爬虫实战(第2版) 胡松涛 9787302510086,http://product.dangdang.com/1436288336.html,¥45.82,胡松涛,2018-09-01,网络爬虫，又被称为网页蜘蛛、网络机器人，是一种按照一定的规则，自动地抓取互联网信息的程序或者脚本。很多站点，尤其是搜索引擎，都使用爬虫（它主要用于提供访问页面的一个副本）提供新的数据，然后，搜索引擎对得到的页面进行索引，以便快速访问。爬虫也可以用来在Web上自动执行一些任务，例如检查链接、确认HTML代码；还可以用来抓取网页上某种特定类型的信息，例如电子邮件地址（通常用于垃圾邮件）。因此，网络爬虫技术对互联网企业具有很大的应用价值。 n 本书从Pytho3.6.4基础的部分讲起，延伸到Python流行的应用方向之一 网络爬虫，讲解目前流行的几种Python爬虫框架，并给出详细示例，以帮助读者学习Python并开发出符合自己要求的网络爬虫。 n
Python Django开发实战（视频讲解版）*9787115515056 张虎 全新正版图书,http://product.dangdang.com/1541731804.html,¥50.30,张虎,2019-09-01,Python语言的热度越来越高。基于Python的Web开发框架也越来越多，其中Django以快速开发、代码结构清晰以及功能齐全等优点，成为*受青睐的Web开发框架。1. 作者是百度开发工程师，实际开发经验丰富。2. 书中案例来自于实际开发项目。3. 配套教学视频。
Python语言程序设计基础（第2版） 新形态Mooc教材带你玩转Python，轻松编程！原创实例激发学习者热情！,http://product.dangdang.com/1522052020.html,¥39.40,嵩天、礼欣、黄天羽,2017-02-01,"本店主营中小学教辅：黄冈小状元,53天天练,学而思,五年高考三年模拟,教材全解,一本涂书,新课标名著,小初高各年级课本等,欢迎选购！如有问题请及时拨打电话17563733918或者联系畅雅斋在线客服"
"【全新直发】Python从入门到项目实践(全彩版) 明日科技（MingRi Soft）,明日科技 9787569226",http://product.dangdang.com/1548842618.html,¥99.80,"明日科技（MingRi Soft）,明日科技",2018-08-01,暂时没有内容
Python 微服务开发 [法]塔里克・齐亚德(Tarek Ziadé)著 和坚 张渊 9787302524120,http://product.dangdang.com/1562302921.html,¥37.20,[法]塔里克・齐亚德(Tarek Ziadé)著 和坚 张渊,2019-03-01,使用Python工具生态系统降低微服务复杂性的实用方法 Web应用经常部署到云服务器，应用代码需要与诸多第三方服务交互。从理论上讲，可使用微服务架构来高效地构建此类应用，但在实际中，考虑到各部分间的交互难度，构建微服务架构并非易事。 《Python微服务开发》将指导你采用*的、成熟的构建方式，避开常见陷阱，克服问题，*终开发出多个较小的标准单元，将其组合成Web应用。本书紧贴实用，将指导你理解和运用TDD原则，使用Python 3及其卓越的工具生态系统来构建一切。 通过学习本书，你将遵循*策略，使用Flask和Tox等工具来构建服务，实现服务之间的安全连接，在nginx中编写Lua脚本来构建Web应用防火墙功能(如速率限制)，熟悉Docker在微服务中扮演的角色，并用Docker容器和AWS来部署服务。 *终，你将开发出一个基于微服务的完整Python应用，并精通掌握构建、设
Python高级编程 第2版,http://product.dangdang.com/1514148925.html,¥46.63,[波兰]Micha Jaworski 贾沃斯基 [法]Tarek Ziadé,2017-09-01,Python是一门动态编程语言，它简单而又强大，适用于众多领域。尽管编写Python代码比较容易，但是编写高效且易于维护和复用的代码是一个挑战。 本书的重点是让你熟悉zui佳实践、有用的工具以及标准，这都是Python专业人士每天使用的。首先，你将了解Python 3.5中新增加的功能以及可以提高生产力的快速技巧。接下来，你将学习使用这个新版本中的高-级且有用的Python语法元素，以及实现元编程的不同方法。本书讲解了代码管理工具、编写清晰文档的方法和测试驱动开发，这些都是编写代码的重要因素。通过学习优化的一般原则、查找瓶颈的策略以及应用优化的选定工具，你可以对如何编写高效的代码有更深入的理解。 读完本书后，你会成为一名可以编写高效且可维护代码的专家。 通过阅读本书，你将能够： 了解在Python社区中广泛采用的约定和zui佳实践；
现货】Python金融大数据挖掘与分析全流程详解【超值视频】书籍 王宇韬 房宇亮 肖金鑫 著,http://product.dangdang.com/1529098723.html,¥66.00,王宇韬 房宇亮 肖金鑫 著,2019-09-01
Python从入门到项目实践 全彩版 明日科技 自学Python软件开发从入门到精通 网格爬虫 Python语言 Py,http://product.dangdang.com/1527397895.html,¥79.00,无,2019-07-30
小天才学Python+2019机器人基础技术教学+智能硬件项 3册 小学生Python智能机器 青少年机器人技术等级考 C5 青少年编程 3册,http://product.dangdang.com/1560384463.html,¥145.00,无,2019-10-05
Python网络爬虫从入门到实践+Python 3网络爬虫开发实战（全2册）数据抓取指南 Python3网络爬虫项目开,http://product.dangdang.com/1192465403.html,¥130.00,(加)Christer Kaitila,2013-03-01
Python与神经网络实战 何宇健 9787121342387,http://product.dangdang.com/1368295715.html,¥45.43,何宇健,2018-07-01,Array
Python3.7从零开始学+从零开始学Python数据分析与挖掘 全2册 笨方法学python编程快速上手从入门到精,http://product.dangdang.com/1134272904.html,¥140.00,无,2014-12-01
【预订】Python Playground Geeky Projects for the Curious Progra 预订商品，需要1-3个月发货，非质量问题不接受退换货。,http://product.dangdang.com/28219002.html,¥238.62,
正版 谁说菜鸟不会数据分析Python篇 Python常用数据处理数据分析实战方法技巧 教你搞定Python数据分析P,http://product.dangdang.com/1513134057.html,¥34.50,方小敏 张文霖,2019-06-16
Python深度学习+笨办法学Python3 基础编程从入门到实践 核心编程语言书籍 计算机程序设计从零到入门到实践,http://product.dangdang.com/1272741016.html,¥117.00,尼格尔・刘易斯,2018-07-01
Python数据分析与挖掘实战 10余位资深大数据专家结合10余年数据挖掘与实施经验，通过10余个真实的案例为10余个行业的数据挖掘给出了解决方案，并提供相关的建模文件和源代码,http://product.dangdang.com/1516956548.html,¥35.81,张良均 王路 谭立云 苏剑林等,2015-12-01,10余位数据挖掘领域专家和科研人员，10余年大数据挖掘咨询与实施经验结晶。 从数据挖掘的应用出发，以电力、航空、医疗、互联网、生产制造以及公共服务等行业真实案例为主线，深入浅出介绍Python数据挖掘建模过程，实践性极强
Python与量化投资 从基础到实战 王小川 Python量化投资策略分析技术工具 金融数据分析挖掘信号构建 Pyth,http://product.dangdang.com/1540549344.html,¥79.00,王小川,2018-09-17
英文原版 Python编程快速上手:让繁琐工作自动化 Automate the Boring Stuff with P,http://product.dangdang.com/1046490699.html,¥159.00,"Sweigart, Al",2015-05-01,如今，人们面临的大多数任务都可以通过编写计算机软件来完成。Python是一种解释型、面向对象、动态数据类型的高 级程序设计语言。通过Python编程，我们能够解决现实生活中的很多任务。 本书是一本面向实践的Python编程实用指南。本书的目的，不仅是介绍Python语言的基础知识，而且还通过项目实践教会读者如何应用这些知识和技能。本书的首部分介绍了基本Python编程概念，第 二部分介绍了一些不同的任务，通过编写Python程序，可以让计算机自动完成它们。第 二部分的每一章都有一些项目程序，供读者学习。每章的末尾还提供了一些习题和深入的实践项目，帮助读者巩固所学的知识。附录部分提供了所有习题的解答。 本书适合任何想要通过Python学习编程的读者，尤其适合缺乏编程基础的初学者。通过阅读本书，读者将能利用强大的编程语言和工具，并且会体
笨办法学Python3 [美]泽德 A. 肖 人民邮电出版社 简明流畅的python基础教程书籍数据分析核心编程从入门,http://product.dangdang.com/1517349603.html,¥59.95,Zed A. Shaw,2014-11-01
【正版全新直发】Python语言程序设计(微课版) 曹洁、张志锋、孙玉胜、崔霄等 9787302530862 清华大学,http://product.dangdang.com/1542909368.html,¥48.30,曹洁、张志锋、孙玉胜、崔霄等,2019-07-01,本书全面涵盖Python3基础编程知识，基于Python3.6构建Python开发平台，通过大量的实例，由浅入深、步步引导、循序渐进地阐述Python语言的基础知识和基本语法。 ? 书中注释详尽的代码示例，以及详尽的归纳和总结，帮助读者便捷地掌握知识要点。 ? 本书涵盖经典算法和常用数据结构的实例解析，帮助读者理解与掌握常用算法，为精通程序设计奠定根基。
python基础教程 Python编程从入门到精通实践 Python核心编程语言程序设计实战零基础学python网络爬,http://product.dangdang.com/1503504424.html,¥70.00,无,2019-05-21
Python网络数据采集 【美】米切尔(Ryan Mitchell) 人民邮电出版社 【正版书籍 闪电发货 新华书店】,http://product.dangdang.com/1568484873.html,¥59.00,【美】米切尔(Ryan Mitchell),2016-03-01
Python从入门到精通 python核心编程入门书籍零基础自学习网络爬虫pathon编程从入门到实践 python基,http://product.dangdang.com/1424959330.html,¥75.00,无,2019-03-02
正版 Python语言程序设计基础 第二版2版 python嵩天 Python编程从入门到实践python基础教程py,http://product.dangdang.com/1503439290.html,¥34.00,嵩天 礼欣 黄天羽,2017-02-01
Python从入门到精通+java从入门到精通 java语言程序设计电脑编程思想软件开发教程pathon编程从入门到实,http://product.dangdang.com/1540617504.html,¥116.00,无,2018-09-17
Python+Spark 2.0+Hadoop机器学习与大数据实战,http://product.dangdang.com/1503506771.html,¥65.31,林大贵,2018-01-01,1.Hadoop集群安装与分散式运算和存储介绍通过实机操作，学会如何安装Virtual Box、Ubuntu Linux、Hadoop单机与多台机器集群安装，并学会使用HDFS分散式存储与MapReduce分散式运算。2.Python Spark 2.0安装通过实机操作，学会安装Spark 2.0，并在本机与多台机器集群执行Python Spark应用程序。同时介绍如何在iPython Notebook互动界面执行Python Spark指令。安装eclipse整合开发界面，开发Python Spark应用程序，大幅提升程序开发生产力。3.Python Spark SQL、DataFrame数据统计与数据可视化Spark SQL 即使非程序设计人员，只需要懂得SQL语法，就可以使用。DataFrame API 可使用类SQL的方法，如select()、groupby()、count()，很容易进行统计，大幅降低大数据分析的学习门槛。Spark DataFrame可转换为Pandas DataFrame，运用Python丰富的数据可视化组件（例如matplotlib）进行数据可视化。4.Python Spark MLlib机器学习以大数据
Python程序设计基础(第2版) 李东方 9787121376054 电子工业出版社 新华书店 品质保障 全新正版图书 全国大部分物流已陆续恢复中,http://product.dangdang.com/1571255369.html,¥48.02,李东方,2020-01-01,暂时没有内容
Python高级编程 第2版 出版社直供 正版保障 联系电话：18369111587,http://product.dangdang.com/1513788369.html,¥45.27,[波兰]Micha Jaworski 贾沃斯基 [法]Tarek Ziadé,2017-09-01,Python是一门动态编程语言，它简单而又强大，适用于众多领域。尽管编写Python代码比较容易，但是编写高效且易于维护和复用的代码是一个挑战。 本书的重点是让你熟悉zui佳实践、有用的工具以及标准，这都是Python专业人士每天使用的。首先，你将了解Python 3.5中新增加的功能以及可以提高生产力的快速技巧。接下来，你将学习使用这个新版本中的高-级且有用的Python语法元素，以及实现元编程的不同方法。本书讲解了代码管理工具、编写清晰文档的方法和测试驱动开发，这些都是编写代码的重要因素。通过学习优化的一般原则、查找瓶颈的策略以及应用优化的选定工具，你可以对如何编写高效的代码有更深入的理解。 读完本书后，你会成为一名可以编写高效且可维护代码的专家。 通过阅读本书，你将能够： 了解在Python社区中广泛采用的约定和zui佳实践；
【正版全新直发】Python基础实例教程(微课版) 韦玮 9787115487131 人民邮电出版社,http://product.dangdang.com/1543527908.html,¥48.30,韦玮,2018-09-01,1.基于Python 3.X讲解，内容编排由简到难，层层递进。 2.全书重点难点附带微课讲解，书网融合互动学习。 3.案例丰富，重视实践，着重培养读者的实际运用能力。
高教版Python语言程序设计冲刺试卷含线上题库 2020年3月计算机等级考试二级Python语言程序设计教程二级教材,http://product.dangdang.com/1583258294.html,¥40.00,黄天羽 李芬芬 编著,2018-07-01
深度强化学习原理与实践 涵盖数学基础、算法框架、网络模型，构建完整的强化学习知识体系，展现深度强化学习成果。可下载各章源代码（基于Python 3），书中附带彩图文件。,http://product.dangdang.com/27867970.html,¥89.30,陈仲铭 何明,2019-05-01,1.中国科学院院士张景中，中国科学技术大学大数据学院常务副院长陈恩红，OPPO研究院院长刘畅，倾情作序推荐！2.内容系统详实：本书构建了一个完整的强化学习知识体系，不仅涵盖经典强化学习的内容，还包括深度强化学习的重要成果 DQN算法、A3C算法、Rainbow算法等。使读者了解强化学习的发展历史和重要成果，助力其在强化学习领域进行创新研究和应用实践，进而找到更有价值的研究课题和应用方向。3.兼顾理论与实践：深入全面讲解掌握深度强化学习的理论知识，并结合Python 3代码案例，将算法快速落地，降低读者的学习门槛和入门难度。4.读者受众广泛：在结构布局和逻辑梳理上，兼顾了学术界和工业界读者的不同需求，既适用于技术工程师，也适用于研究人员和学生群体。5.贴近技术前沿：详细介绍近年来在强化学习领域的研究进展和成果，尽可能保证本
pytest测试实战 Python语言测试必备工具,http://product.dangdang.com/25330391.html,¥56.10,布赖恩・奥肯（Brian，Okken）,2018-09-15,美国亚马逊书店排名*的Python测试图书。
【新书店正版】Python深度学习实战：基于TensorFlow和Keras的聊天机器人以及人脸、物体和语音识别[印] 新书店购书无忧有保障！,http://product.dangdang.com/1566934258.html,¥72.50,[印] 纳温・库马尔・马纳西(Navin Kumar Manaswi),2019-04-01
【全2册】流畅的Python + Python学习手册上下册（原书第5版）,http://product.dangdang.com/1405193515.html,¥280.00,暂无,2018-12-01
2020年版 全国计算机等级考试二级教程――Python语言程序设计 9787040531657 教育部考试中心 高等,http://product.dangdang.com/1257153548.html,¥30.00,教育部考试中心,2019-12-01
机器人Python青少年编程开发实例 MicroPython入门教程书籍TurnipBit 和孩子一起玩编程的 Mic,http://product.dangdang.com/1540528094.html,¥45.00,史向东,2018-02-01
正版现货 Python趣味编程入门到实战 Python教程视频书籍青少年少儿儿童学python编程教程教材 零基础学少,http://product.dangdang.com/1529369925.html,¥79.00,王征 李晓波 著,2019-08-11
Python快速编程入门 传智播客 黑马程序员 python编程从入门到实践基础视频教程核心编程爬虫数据分析程序设计机,http://product.dangdang.com/1517385563.html,¥40.66,黑马程序员,2017-09-01
正版 Python编程基础与案例集锦 中学版 中学生学习人工智能Python语言自学 Python基,http://product.dangdang.com/1437747688.html,¥36.30,董付国,2019-02-01
我的Python世界 玩《Minecraft我的世界》学Python编程 青少年python编程入门 我的世界游戏编程书 中国电子学会创客教育专家委员会 中国创客教育联盟推荐,http://product.dangdang.com/1504388401.html,¥51.78,程晨,2018-07-01,用热门的Python语言来玩热门的《我的世界Minecraft》游戏 人生苦短，我用Python，学编程玩游戏两不误 学习编程从来都不是一件枯燥的事，边玩边学更简单 为了更好地玩游戏，这是个学习编程的好目标
利用Python进行数据分析 大量实践案例教会你如何利用Python库高效解决各式各样,http://product.dangdang.com/1519125628.html,¥72.90,（美）麦金尼，唐学韬 等译,2014-01-01
利用Python进行数据分析 python基础教程 python核心编程学习手册 计算机网络程序爬虫从入门到精通实践,http://product.dangdang.com/1425707630.html,¥80.00,Wes McKinney,2014-01-01
python基础教程Python编程从入门到实践 python3.5核心编程基础教程网络爬虫入门书籍零基础学pytho 更适合python3代码编写,http://product.dangdang.com/1553579398.html,¥88.00,Eric Matthes,2019-10-08
"【全新直发】零基础学Python(全彩版) 明日科技（MingRi Soft）,明日科技 9787569222258",http://product.dangdang.com/1548842508.html,¥79.80,"明日科技（MingRi Soft）,明日科技",2018-04-01,暂时没有内容
【正版现货】2020计算机二级考试Python语言程序设计+上机考试题库,http://product.dangdang.com/1114489514.html,¥55.00,未来教育教学与研究中心,2018-09-01
少博士趣学Python 正版书籍 限时抢购 当当低价,http://product.dangdang.com/1516451717.html,¥41.00,周安琪,2019-02-01,想学 Python? 想编写实用的程序？没有编程经验？ 没问题，选择这本书就够了！无须编程基础、入门级的 Python 编程书！ 72 个实例（例如自动驾驶、桌面便利贴、绘图软件、聊天机器人、心里测验、笑话制造机、 扫地机器人等）。 75 个编程练习。 20 个编程相关小贴士。
疯狂Python讲义 出版社直供 正版保障 联系电话：18369111587,http://product.dangdang.com/1515967989.html,¥70.98,李刚,2019-01-01,√ 上手门槛低，8岁的小朋友Charlie亲验，不但可以看懂书中关于Python语法的基础知识，且写出了自己的小程序。 √ 覆盖的知识面广，知识体系完备、系统，再也不用“面向百度”编程。 √ 案例实战性强，涉及大数据展示、网络爬虫、游戏等Python热点应用领域，求职不再难。 √ 110道练习题/面试题与习题答案，编程图书不仅是用来看的，还需要动手操练，知行合一，方为get一门技能的真经。 √ 过万小时线下授课经验锤炼出的大师级讲解能力，将深奥的原理用浅显的比喻表达出来，一学就懂，一看就会。 √ 诱惑十足的增值服务，作者提供用于学习和交流的配套网站及作者亲自在线的答疑微信群、QQ群。
乐学Python编程做个游戏很简单+乐学Scratch编程 轻松探索游戏动画奥秘 儿童学编程软件零基础入门书籍 青少年 以完整的时光之旅故事为载体， 趣味性强,http://product.dangdang.com/1546234729.html,¥136.00,戴维・范德沃德,2018-05-01
现货Python编程从零基础到项目实战（微课视频版）Python基础教程第3版 Python编程从入门到实践 pyth,http://product.dangdang.com/1132880804.html,¥49.00,刘瑜,2019-03-14
【闪电发货】趣学Python 教孩子学编程 Python语言版 全彩印刷 少儿编程入门书 儿童编程书儿童编程入门教程,http://product.dangdang.com/1360232810.html,¥105.00,[美]H.M.DEITEL,2003-06-01
"Python数据科学：技术详解与商业实践,常国珍 赵仁乾,机械工业出版社,9787111603092 【正版新书,70%城市次日达】",http://product.dangdang.com/1563658324.html,¥96.50,常国珍 赵仁乾,2018-07-01,暂时没有内容
【正版全新直发】基于Python的金融分析与风险管理 斯文 9787115516114 人民邮电出版社,http://product.dangdang.com/1547173748.html,¥116.50,斯文,2019-10-01,金融科技时代已经到来，善于将金融理论与IT技术进行深度融合的人，将成为新时代独具竞争力的金融科技类人才。无论是打算在金融领域求职的新人，还是希望进一步提升个人能力的“职场老手”，本书都值得一看。 1.内容前沿，将Python编程与金融分析、风险管理巧妙结合，引领金融科技新时代。 2.源于实践，完美整合了作者20余年的金融从业经验和Python编程实践。 3.实例丰富，提供244个金融实战案例，彰显Python在金融领域运用的简洁与高效。 4.注重效率，清晰的编程步骤和详尽的代码注释，帮你轻松理解并掌握Python编程。 5.覆盖面广，案例涵盖货币市场、*市场、股票市场、期货市场和期权市场。 6.聚焦风控，深度剖析各类金融产品的风险，讨论风险管理的重要工具和量化模型。
【全新直发】Python程序设计入门 吕云翔、孟爻 9787302501473 清华大学出版社,http://product.dangdang.com/1547214646.html,¥39.00,吕云翔、孟爻,2018-07-01,知识技术全面准确：本书主要针对国内计算机相关专业的高校学生以及程序设计爱好者们，详细介绍了Python语言的各种规则和规范，以便让读者能够全面掌握这门语言，从而设计出优秀的程序。内容先进体系得当：本书的知识脉络清晰明了，*1到4章主要介绍Python的基本语法规则，第5到9章主要讲解了一些更加深层的概念，而第10到14章则选取了Python在一些当下流行的具体应用场景下应当如何使用。内容由浅入深，便于读者理解和掌握。代码实例丰富完整：对于书中每一个知识点都会配有一些示例代码并辅助相关说明文字及运行结果，还会有某些章节对一些经典的程序设计问题进行深入的讲解和探讨。读者可以参考源程序上机操作，加深体会。微课辅助学习：在某些章节，尤其是有关实际编程的章节，辅助有视频讲解。
学习Python-做个有编程能力的设计师 面向设计师的编程设计知识系统PADKS建筑景观规划设计基础理论工具书籍,http://product.dangdang.com/1552327103.html,¥228.50,包瑞清,2015-06-01
深度强化学习原理与实践 构建完整的强化学习知识体系 展现深度强化学习成果 人工智能图书 涵盖数学基础、算法框架、网络模型，构建完整的强化学习知识体系，展现深度强化学习成果。可下载各章源代码（基于Python 3），书中附带彩图文件。,http://product.dangdang.com/1406162564.html,¥74.25,陈仲铭 何明,2019-05-01,涵盖数学基础、算法框架、网络模型，构建完整的强化学习知识体系，展现深度强化学习成果。可下载各章源代码（基于Python 3），书中附带彩图文件。
机器学习 教育部计算机教指委-华为ICT产学结合项目：数据科学与大数据技术专业系列规划教材。机器学习基本方法和各种常用算法，提供Python算法与案例，掌握大数据、人工智能、深度学习常用知识,http://product.dangdang.com/25321812.html,¥44.50,赵卫东 董亮,2018-07-01,1.大数据专家，复旦大学教授新力作2.华为公司提供真实企业开发案例3.提供典型Python算法与案例4.突出机器学习系统内容，包括深度学习典型算法与应用、知识图谱、机器学习行业应用等5.提供多媒体课件、案例代码等丰富的配套资源
精通Python网络爬虫：核心技术、框架与项目实战 资深专家，以实战为导向，讲透Python网络爬虫各项核心技术和主流框架，深度讲解网络爬虫的抓取技术与反爬攻关技巧,http://product.dangdang.com/1206057180.html,¥55.00,:韦玮,2017-03-01
"【新书店正版】爱上Python 一日精通Python编程,[新加坡]Jamie Chan,人民邮电出版社9787115 【新书店购书无忧有保障】有问题随时联系或咨询在线客服",http://product.dangdang.com/1582806127.html,¥130.00,[新加坡]Jamie Chan,2016-06-01,※这本书在美国亚马逊python类畅销榜高居榜首位置。※内容言简意赅，让你快速学会Python编程需要理解的知识，并更加注重实践，通过例子帮助你加深理解。※Python语言学习门槛不高，学会它，可以使你真正在工作中大显身手，提高工资。※学习一门新的编程语言并不一定要很难，通过这本书，轻松就能学会Python编程。※作者尽力让编程的初学者都可以理解其中的概念并将之运用到操作中，在挑选样例方面更加用心，使得每个样例都非常典型地阐释了相关的概念，便于读者在实践中加深理解。※译者是新浪微博研发工程师，实际运用Python语言工作，对Python有深刻的理解，翻译内容准确。※Python 中文社区创始人Zoom.Quiet (大妈)、Swift Weekly 的维护者梁杰、新浪微博应用开发工程师刘全倾情推荐。
基于Python的智能文本分析,http://product.dangdang.com/1599085117.html,¥88.30,Benjamin B,2020-01-10,从新闻、讲话，到社交媒体上非正式的聊天，自然语言是*丰富、且尚未充分利用的数据源之一。不但数据源源不断，在使用环境中还在不断调整、变化；还包含了很多传统数据源未能传达的信息。打开自然语言宝藏的钥匙，就是基于文本分析的创造性应用。这本实战指南介绍了从数据科学家角度如何建立语言感知产品并有效应用机器学习。您将学到如何用Python实现健壮、可重复和可扩展的文本分析，包括上下文特征和语言特征工程、向量化、分类、主题建模、实体解析、图分析和可视化操作。在本书的*后，您将获得解决众多复杂现实问题的实用方法。
【正版新书直发】Python程序设计 从编程基础到专业应用 章宁 李海峰 机械工业出版社9787111620136 新书店购书无忧有保障！,http://product.dangdang.com/1579007796.html,¥42.13,章宁 李海峰,2019-03-01,支持任务驱动的教学理念。 每章章首给出本章要完成的任务，而且所有知识点均围绕任务实现。 全书两个部分的内容分别用两个完整案例贯穿。 提供电子课件和源代码。
python数据分析 Python金融衍生品大数据分析 建模 模拟 校准与对冲 python大数据分析技术教程书籍 交,http://product.dangdang.com/1526568634.html,¥88.00,蔡立�Z 译,2018-08-09
Python机器学习手册从数据预处理到深度学习 人工智能 深度学习算法 神经网络学习 python语言编程深度学习入门,http://product.dangdang.com/1530029075.html,¥82.00,"（美）Chris,Albon（克里斯・阿尔本）",2018-07-01
"Python微控制器编程从零开始 使用MicroPython,[美]唐纳德・诺里斯(Donald Norris) 别志 温馨提示：快递即日起陆续恢复中，加急件请提前联系客服！",http://product.dangdang.com/1565829934.html,¥47.30,[美]唐纳德・诺里斯(Donald Norris) 别志松 李杨,2018-08-01,《Python微控制器编程从零开始 使用MicroPython》是一本DIY指南，介绍了使用MicroPython进行微控制器编程。本书由经验丰富的电子电路大师编写，涵盖8个完整的工程，每个工程都清晰明了、易于上手。你将学习如何使用传感器，如何存储数据，如何控制电机和其他设备，以及如何操作扩展板。从本书中，你会掌握设计、构建和编程各种类型的有趣且实用的工程。
【正版直发】Python与量化投资：从基础到实战 王小川等 9787121338571 电子工业出版社,http://product.dangdang.com/1543672626.html,¥99.00,王小川等,2018-03-01,量化投资界名师王小川撰写 Python基础与量化投资策略双管齐下 为不懂Phthon语言的读者提供零基础入门 为有Python基础的读者提供量化策略建模参考，为本书重点 提供大型回测平台及本书代码 可将本书代码直接实盘应用，进行投资
【新书店正版】Python数据处理(影印版)杰奎琳・卡兹奥、凯瑟琳・嘉穆编东南大学出版社9787564170035 保证正版书，新书店购书无忧有保障！,http://product.dangdang.com/1552274276.html,¥140.00,杰奎琳・卡兹奥、凯瑟琳・嘉穆编,2017-02-01,暂时没有内容
Python编程快速上手从入门到实践精通编程Python语言基础教程学习书Python快速入门Python编程实用指南,http://product.dangdang.com/1458994659.html,¥68.00,无,2019-04-23
Python高手之路 【新书店购书无忧有保障】,http://product.dangdang.com/1558165601.html,¥80.00,"（法）丹乔,王飞龙",2015-05-01,Python是一门优美的语言，它快速、灵活且内置了丰富的标准库，已经用于越来越多的不同领域。通常大多数关于Python的书都会教读者这门语言的基础知识，但是掌握了这些基础知识后，读者在设计自己的应用程序和探索**实践时仍需要完全靠自己。本书则不同，介绍了如何利用Python有效地解决问题，以及如何构建良好的Python应用程序。 从本书中读者将学到什么 ● **实践：书中给出了构建应用程序时可参考的方法和建议，帮助读者充分利用Python的特性，构建不会过时的应用程序。如果读者正在做一些东西，可以立刻应用本书中提及的技术去改进自己当前的工作。 ● 解决问题：书中介绍了测试、移植、扩展Python应用程序和库等方面的实际问题并提供了相应的解决方案，还介绍了一些非常好的小技巧，讨论了一些长期维护软件的策略。 ● 语言的内部
"Python新手学Django 2.0架站的16堂课 何敏煌、林亮昀 9787302523321睿智启图书 正版保证,放心选购,配送及时 服务专业",http://product.dangdang.com/1524718545.html,¥68.30,何敏煌、林亮昀,2019-03-01,1. 快速建立一个实用的Django网站（第1~3堂课） 以一个小型的个人博客网站为主轴，介绍如何建立网站开发环境、如何规划网站需求以及设计数据库的内容、快速建立页面输出模板以及数据库的存取，*后学习如何把制作好的网站部署到受欢迎的各种主机上。 2. Django架构深入剖析（第4~7堂课） 详细分析Django的MVC架构。首先做一个完整且简要的介绍，接着分别就网址如何对应、如何设计模板、Model和数据库之间的关系等内容进行深入的阐述。 3. 实用网站开发技巧（第8~11堂课） 介绍特色网站所需要使用的技巧，包括如何快速建立窗体以及窗体与数据库的自动结合，活用网站Session以及用户验证技巧，快速建立可以让用户通过电子邮件自行注册的会员网站，连接到Facebook进行验证账号的实践，以及建立结合社交网站账号注册及验证的全方位会员网站。 4. 实用网站开发教
